1638215276.7656593,0.012,-0.044,1.008
1638215276.8059733,-0.02,-0.064,0.968
1638215276.8463147,0.0,-0.108,0.972
1638215276.8866396,0.016,-0.116,0.972
1638215276.9269743,0.0,-0.07200000000000001,1.02
1638215276.9673765,0.0,-0.08,0.9440000000000001
1638215277.007784,-0.012,-0.08,0.884
1638215277.048189,-0.004,-0.084,0.888
1638215277.0885875,0.0,-0.096,0.888
1638215277.129002,0.004,-0.10400000000000001,0.908
1638215277.1694062,0.024,-0.04,0.996
1638215277.209807,0.02,-0.036000000000000004,0.9520000000000001
1638215277.2502286,0.016,-0.084,0.916
1638215277.2906318,0.028,-0.084,0.924
1638215277.3310294,0.052000000000000005,-0.064,0.972
1638215277.371436,0.032,-0.076,0.936
1638215277.411843,0.016,-0.068,0.936
1638215277.4522378,0.048,-0.052000000000000005,1.012
1638215277.4926512,0.044,-0.084,0.9520000000000001
1638215277.5330558,0.052000000000000005,-0.096,0.968
1638215277.573462,0.032,-0.116,0.936
1638215277.613866,0.06,-0.124,0.988
1638215277.6542592,0.044,-0.156,0.96
1638215277.6946685,0.068,-0.18,0.964
1638215277.7350726,0.036000000000000004,-0.2,0.9400000000000001
1638215277.7754738,0.044,-0.28400000000000003,0.96
1638215277.815994,0.06,-0.308,0.984
1638215277.8563843,0.08,-0.2,0.972
1638215277.896786,0.164,-0.084,1.108
1638215277.9371946,0.156,-0.056,1.044
1638215277.9776022,0.132,-0.068,0.9400000000000001
1638215278.018013,0.184,-0.024,0.96
1638215278.0584157,0.196,-0.068,0.892
1638215278.0988514,0.196,-0.112,0.876
1638215278.1392581,0.20800000000000002,-0.08,0.888
1638215278.1796534,0.188,-0.096,0.856
1638215278.2200387,0.192,-0.16,0.9
1638215278.2604332,0.176,-0.17200000000000001,0.9
1638215278.300833,0.16,-0.20400000000000001,0.868
1638215278.3412318,0.216,-0.196,0.972
1638215278.3816361,0.24,-0.196,0.9480000000000001
1638215278.4220247,0.268,-0.192,0.984
1638215278.4624236,0.304,-0.116,1.02
1638215278.502832,0.308,-0.1,1.052
1638215278.5432365,0.316,-0.1,0.968
1638215278.5836465,0.32,-0.088,0.9520000000000001
1638215278.6240458,0.328,-0.112,0.964
1638215278.6644523,0.352,-0.096,0.968
1638215278.7048535,0.32,-0.124,1.02
1638215278.7452524,0.336,-0.17200000000000001,1.064
1638215278.7856543,0.34,-0.148,1.084
1638215278.8260477,0.352,-0.076,1.08
1638215278.8664465,0.324,-0.056,1.032
1638215278.9068875,0.336,-0.048,1.032
1638215278.9472926,0.328,-0.04,1.036
1638215278.9877245,0.32,-0.012,1.032
1638215279.028129,0.308,-0.028,0.996
1638215279.0685298,0.268,-0.056,0.9520000000000001
1638215279.1089306,0.256,-0.068,0.9520000000000001
1638215279.1493316,0.244,-0.04,0.984
1638215279.1897316,0.216,-0.032,0.984
