1638216087.6006358,-0.028,-0.5680000000000001,0.8200000000000001
1638216087.6408663,-0.008,-0.584,0.844
1638216087.681078,0.012,-0.5760000000000001,0.9480000000000001
1638216087.7212803,0.02,-0.54,1.004
1638216087.761478,0.028,-0.508,0.968
1638216087.8016782,0.0,-0.468,0.964
1638216087.8418813,-0.02,-0.52,1.024
1638216087.8820865,-0.008,-0.52,0.988
1638216087.9222775,-0.06,-0.42,0.744
1638216087.962487,-0.176,-0.34800000000000003,0.304
1638216088.002689,-0.352,-0.424,-0.136
1638216088.0428948,-0.42,-0.536,-0.276
1638216088.0830965,0.04,-0.6920000000000001,0.34
1638216088.1232848,0.224,-0.58,0.656
1638216088.1634843,0.26,-0.636,0.64
1638216088.2036939,0.4,-0.504,0.884
1638216088.243894,0.328,-0.5760000000000001,0.676
1638216088.2840922,0.504,-0.772,0.976
1638216088.3244734,0.436,-0.64,1.036
1638216088.3648868,0.424,-0.632,1.076
1638216088.4052896,0.448,-0.58,1.348
1638216088.446222,0.488,-0.452,1.12
1638216088.4866445,0.768,-0.388,1.564
1638216088.5270345,0.96,-0.044,1.688
1638216088.567424,1.024,0.04,1.3840000000000001
1638216088.6078222,1.156,-0.012,1.372
1638216088.64822,1.248,0.244,1.116
1638216088.6886265,1.124,-0.048,0.524
1638216088.7290378,0.852,-0.38,0.23600000000000002
1638216088.769443,0.66,-0.508,0.276
1638216088.8098445,0.428,-0.552,0.32
1638216088.8502438,0.212,-0.712,0.396
1638216088.8906953,-0.232,-1.08,0.448
1638216088.9311378,-0.328,-1.3,0.34400000000000003
1638216088.97159,-0.328,-1.712,0.276
1638216089.0121262,-0.276,-1.8760000000000001,0.248
1638216089.0525458,-0.44,-1.544,-0.16
1638216089.0930076,-0.424,-1.196,-0.196
1638216089.133445,-0.228,-1.02,-0.112
1638216089.173891,-0.08,-0.896,-0.48
1638216089.214317,0.084,-0.332,-0.368
1638216089.2547297,0.268,0.084,-0.22
1638216089.295151,0.608,0.324,0.22
1638216089.335542,1.204,0.608,1.3920000000000001
1638216089.3759468,0.888,0.28,0.884
1638216089.4163523,0.78,-0.464,0.5640000000000001
1638216089.456959,0.596,-1.028,0.6
1638216089.4974003,0.488,-1.3800000000000001,0.912
1638216089.537804,0.112,-1.48,0.66
1638216089.578211,0.804,-1.032,1.6520000000000001
1638216089.618612,0.752,-0.596,1.712
1638216089.659014,0.996,-0.5680000000000001,1.86
1638216089.699414,1.176,-0.228,1.808
1638216089.7398882,1.236,-0.252,1.556
1638216089.7802994,1.456,0.552,1.672
1638216089.8206992,0.912,0.20800000000000002,0.608
1638216089.8611069,0.9480000000000001,-0.292,0.776
1638216089.901499,0.836,-0.532,0.78
1638216089.941904,0.532,-0.752,0.404
1638216089.9823515,0.484,-0.6920000000000001,0.296
1638216090.0227642,0.212,-0.904,0.10400000000000001
1638216090.063167,-0.18,-1.064,0.048
1638216090.1036127,-0.4,-1.192,-0.176
1638216090.1440191,-0.5760000000000001,-1.232,-0.47200000000000003
1638216090.184416,-0.5,-0.88,-0.7000000000000001
1638216090.224865,-0.58,-0.648,-1.096
1638216090.2652905,-0.52,-0.38,-0.976
1638216090.3056889,-0.304,-0.504,-0.628
1638216090.3461003,0.048,-0.736,-0.14
1638216090.3865027,0.5720000000000001,-0.48,0.248
1638216090.4269128,1.064,-0.432,0.964
1638216090.4673615,1.124,-0.276,1.1480000000000001
1638216090.5077558,1.528,0.192,1.844
1638216090.5481782,1.06,-0.04,0.908
